Lil' B's dad,Arodo,Dawn of crytpo,JN,Zaclele,Numanuma,DollarBillClinton,Mati Roy,SquatBandit,Big Swinging Donkey,CryptoElite,Kryptonite,🔝 🎩 🤠,Shopolopoulopoulos,HotBatTakesTheCake,stooart,LONG ETH,Jho,Choukilele,mc_scrad,LONG BTC,Felicia Bootylicious
17.95888836,27.95167879,6.825081785,0.425605222,-13.32636543,45.79628545,37.6889219,34.0226389,19.49831018,8.508068666,28.68995927,102.1551592,13.09883361,13.09883361,70.44886879,41.8441562,19.90389361,17.16531626,7.42067067,14.89578734,0.097088767,0.097088767
18.34040448,28.3452598,6.893386108,0.480427584,-13.28834565,46.28765721,38.09439645,34.42073643,19.56597739,8.70046917,28.6598807,102.2796143,13.15301886,13.15301886,70.61087066,41.86706293,19.93428963,17.22706912,7.475882331,14.913548,0.142945692,0.142945692
18.7236865,28.74048914,6.961736842,0.535251267,-13.2498447,46.78034132,38.50128572,34.82029264,19.63343154,8.893534442,28.62889311,102.4017918,13.20694597,13.20694597,70.77087263,41.88876009,19.96424279,17.28842919,7.530886399,14.93093237,0.18856919,0.18856919
19.108722,29.13734387,7.030153456,0.590081783,-13.21085272,47.27431303,38.90957205,35.2212889,19.70070204,9.087264443,28.59702288,102.5217386,13.26063036,13.26063036,70.92887594,41.90927193,19.9937658,17.34940553,7.585686,14.94796306,0.233955137,0.233955137
19.49549853,29.53580101,7.098655422,0.644924645,-13.17135986,47.7695476,39.31923776,35.62370655,19.76781827,9.281659137,28.56429639,102.6395015,13.3140875,13.3140875,71.08488186,41.92862272,20.02287133,17.4100072,7.640284261,14.96466271,0.279099414,0.279099414
19.88400366,29.93583759,7.167262208,0.699785365,-13.13135628,48.26602026,39.73026521,36.02752697,19.83480965,9.476718485,28.53074,102.7551272,13.3673328,13.3673328,71.23889163,41.94683669,20.05157209,17.47024325,7.694684308,14.98105396,0.323997897,0.323997897
20.27422493,30.33743065,7.235993286,0.754669456,-13.09083212,48.76370628,40.14263672,36.43273149,19.90170556,9.672442451,28.49638011,102.8686627,13.42038173,13.42038173,71.39090649,41.9639381,20.07988076,17.53012274,7.748889268,14.99715943,0.368646467,0.368646467
20.66614991,30.74055722,7.304868126,0.809582428,-13.04977753,49.26258089,40.55633464,36.83930149,19.96853541,9.868830998,28.46124307,102.9801546,13.47324971,13.47324971,71.54092771,41.97995121,20.10781004,17.58965473,7.802902267,15.01300176,0.413041001,0.413041001
21.05976616,31.14519433,7.373906198,0.864529796,-13.00818266,49.76261935,40.97134131,37.24721831,20.03532859,10.06588409,28.42535528,103.0896497,13.52595219,13.52595219,71.68895653,41.99490027,20.13537262,17.64884828,7.856726433,15.02860357,0.457177378,0.457177378
21.45506124,31.55131901,7.443126971,0.91951707,-12.96603766,50.26379691,41.38763906,37.65646332,20.10211452,10.26360168,28.3887431,103.197195,13.57850461,13.57850461,71.83499421,42.00880952,20.16258119,17.70771244,7.91036489,15.0439875,0.501051475,0.501051475
21.85202271,31.95890831,7.512549918,0.974549763,-12.92333267,50.76608881,41.80521022,38.06701787,20.16892257,10.46198374,28.35143292,103.3028371,13.63092242,13.63092242,71.97904198,42.02170323,20.18944844,17.76625627,7.963820766,15.05917618,0.544659173,0.544659173
22.25063813,32.36793924,7.582194506,1.029633387,-12.88005786,51.26947031,42.22403715,38.47886332,20.23578216,10.66103024,28.3134511,103.406623,13.68322104,13.68322104,72.12110111,42.03360564,20.21598708,17.82448883,8.017097188,15.07419223,0.587996349,0.587996349
22.65089506,32.77838885,7.652080208,1.084773455,-12.83620336,51.77391665,42.64410217,38.89198103,20.30272269,10.86074113,28.27482403,103.5085993,13.73541593,13.73541593,72.26117284,42.044541,20.24220978,17.88241917,8.070197281,15.0890583,0.631058882,0.631058882
23.05278105,33.19023416,7.722226492,1.139975479,-12.79175933,52.27940308,43.06538762,39.30635235,20.36977354,11.06111637,28.23557808,103.608813,13.78752253,13.78752253,72.39925843,42.05453358,20.26812924,17.94005636,8.123124173,15.103797,0.67384265,0.67384265
23.45628368,33.60345221,7.79265283,1.195244971,-12.74671592,52.78590485,43.48787585,39.72195863,20.43696413,11.26215593,28.19573963,103.7073107,13.83955627,13.83955627,72.53535912,42.06360761,20.29375816,17.99740945,8.175880989,15.11843097,0.716343531,0.716343531
23.86139049,34.01802004,7.863378691,1.250587443,-12.70106327,53.29339722,43.91154919,40.13878125,20.50432384,11.46385977,28.15533505,103.8041394,13.89153259,13.89153259,72.66947617,42.07178736,20.31910923,18.0544875,8.228470857,15.13298285,0.758557405,0.758557405
24.26808904,34.43391467,7.934423546,1.306008407,-12.65479153,53.80185542,44.33638997,40.55680155,20.57188209,11.66622786,28.11439073,103.8993458,13.94346695,13.94346695,72.80161082,42.07909707,20.34419513,18.11129956,8.280896902,15.14747525,0.800480149,0.800480149
24.67636691,34.85111313,8.005806865,1.361513377,-12.60789086,54.31125472,44.76238054,40.97600089,20.63966826,11.86926016,28.07293303,103.9929767,13.99537477,13.99537477,72.93176433,42.085561,20.36902856,18.16785469,8.333162252,15.16193082,0.842107643,0.842107643
25.08621164,35.26959247,8.077548118,1.417107863,-12.5603514,54.82157035,45.18950323,41.39636062,20.70771176,12.07295662,28.03098833,104.0850789,14.04727151,14.04727151,73.05993794,42.0912034,20.39362222,18.22416196,8.385270033,15.17637218,0.883435764,0.883435764
25.49761079,35.6893297,8.149666775,1.472797378,-12.5121633,55.33277757,45.61774039,41.81786211,20.77604199,12.27731722,27.98858301,104.1756993,14.09917259,14.09917259,73.18613292,42.09604852,20.4179888,18.28023041,8.437223371,15.19082197,0.924460391,0.924460391
25.91055193,36.11030188,8.222182307,1.528587435,-12.46331671,55.84485162,46.04707434,42.24048672,20.84468834,12.48234191,27.94574345,104.2648846,14.15109347,14.15109347,73.31035049,42.10012062,20.44214098,18.33606911,8.489025393,15.20530281,0.965177403,0.965177403
26.32502262,36.53248602,8.295114184,1.584483545,-12.41380178,56.35776776,46.47748743,42.66421579,20.91368022,12.68803065,27.90249602,104.3526816,14.20304958,14.20304958,73.43259193,42.10344394,20.46609146,18.39168711,8.540679225,15.21983734,1.005582678,1.005582678
26.74101041,36.95585916,8.368481875,1.640491221,-12.36360867,56.87150124,46.908962,43.08903068,20.98304702,12.89438342,27.8588671,104.4391372,14.25505636,14.25505636,73.55285848,42.10604275,20.48985294,18.44709347,8.592187995,15.23444819,1.045672095,1.045672095
27.15850286,37.38039833,8.442304852,1.696615976,-12.3127275,57.38602729,47.34148038,43.51491276,21.05281814,13.10140017,27.81488306,104.5242981,14.30712926,14.30712926,73.67115138,42.10794128,20.5134381,18.50229724,8.643554827,15.24915798,1.085441532,1.085441532
27.57748754,37.80608057,8.516602584,1.75286332,-12.26114845,57.90132118,47.77502491,43.94184338,21.12302299,13.30908087,27.77057029,104.6082112,14.35928372,14.35928372,73.78747189,42.1091638,20.53685964,18.55730749,8.694782849,15.26398935,1.124886867,1.124886867
27.997952,38.23288291,8.591394543,1.809238767,-12.20886165,58.41735815,48.20957793,44.3698039,21.19369095,13.51742547,27.72595515,104.6909232,14.41153518,14.41153518,73.90182127,42.10973455,20.56013025,18.61213328,8.745875188,15.27896493,1.164003979,1.164003979
28.4198838,38.66078239,8.666700197,1.865747829,-12.15585726,58.93411346,48.64512177,44.79877567,21.26485144,13.72643394,27.68106402,104.772481,14.46389907,14.46389907,74.01420075,42.1096778,20.58326262,18.66678365,8.796834969,15.29410735,1.202788747,1.202788747
28.84327051,39.08975602,8.742539017,1.922396018,-12.10212543,59.45156234,49.08163878,45.22874005,21.33653384,13.93610625,27.63592329,104.8529313,14.51639084,14.51639084,74.12461159,42.10901778,20.60626944,18.72126767,8.84766532,15.30943924,1.241237049,1.241237049
29.26809968,39.51978086,8.818930473,1.979188847,-12.0476563,59.96968004,49.5191113,45.6596784,21.40876757,14.14644235,27.59055932,104.932321,14.56902594,14.56902594,74.23305505,42.10777875,20.62916341,18.77559439,8.898369367,15.32498323,1.279344763,1.279344763
29.69435887,39.95083392,8.895894036,2.036131827,-11.99244002,60.48844183,49.95752165,46.09157207,21.48158201,14.35744221,27.54499849,105.0106969,14.6218198,14.6218198,74.33953237,42.10598498,20.65195723,18.82977288,8.948950236,15.34076195,1.317107768,1.317107768
30.12203565,40.38289225,8.973449176,2.09323047,-11.93646674,61.00782294,50.39685219,46.52440243,21.55500656,14.56910579,27.49926719,105.0881058,14.67478786,14.67478786,74.4440448,42.1036607,20.67466357,18.88381218,8.999411054,15.35679804,1.354521943,1.354521943
30.55111756,40.81593287,9.051615363,2.15049029,-11.87972662,61.52779863,50.83708524,46.95815082,21.62907064,14.78143306,27.45339177,105.1645944,14.72794556,14.72794556,74.54659359,42.10083017,20.69729514,18.93772136,9.049754947,15.37311412,1.391583165,1.391583165
30.98159218,41.24993282,9.130412067,2.207916797,-11.8222098,62.04834414,51.27820314,47.39279861,21.70380362,14.99442397,27.40739863,105.2402096,14.78130835,14.78130835,74.64717999,42.09751764,20.71986462,18.99150948,9.099985043,15.38973283,1.428287315,1.428287315
31.41344706,41.68486913,9.209858759,2.265515505,-11.76390642,62.56943473,51.72018824,47.82832715,21.77923492,15.20807849,27.36131414,105.3149982,14.83489167,14.83489167,74.74580526,42.09374736,20.74238471,19.04518559,9.150104466,15.40667679,1.464630269,1.464630269
31.84666975,42.12071884,9.289974908,2.323291926,-11.70480665,63.09104564,52.16302287,48.2647178,21.85539394,15.42239658,27.31516467,105.389007,14.88871096,14.88871096,74.84247064,42.0895436,20.76486811,19.09875874,9.200116345,15.42396864,1.500607906,1.500607906
32.28124783,42.55745897,9.370779985,2.381251572,-11.64490063,63.61315212,52.60668936,48.70195192,21.93231006,15.63737821,27.2689766,105.4622828,14.94278165,14.94278165,74.93717739,42.08493059,20.7873275,19.152238,9.250023805,15.441631,1.536216105,1.536216105
32.71716885,42.99506656,9.452293461,2.439399955,-11.5841785,64.13572942,53.05117006,49.14001086,22.0100127,15.85302333,27.22277631,105.5348723,14.99711919,14.99711919,75.02992675,42.07993259,20.80977557,19.20563243,9.299829972,15.45968651,1.571450745,1.571450745
33.15442036,43.43351864,9.534534804,2.497742587,-11.52263042,64.6587528,53.49644731,49.57887598,22.08853124,16.06933191,27.17659017,105.6068225,15.05173903,15.05173903,75.12071998,42.07457386,20.83222502,19.25895108,9.349537974,15.47815781,1.606307704,1.606307704
33.59298994,43.87279225,9.617523487,2.55628498,-11.46024654,65.18219749,53.94250344,50.01852864,22.1678951,16.28630392,27.13044456,105.6781801,15.10665659,15.10665659,75.20955832,42.06887865,20.85468854,19.312203,9.399150938,15.49706751,1.64078286,1.64078286
34.03286513,44.31286442,9.701278978,2.615032648,-11.397017,65.70603875,54.38932079,50.45895019,22.24813366,16.50393931,27.08436585,105.7489919,15.16188733,15.16188733,75.29644303,42.0628712,20.87717883,19.36539726,9.448671988,15.51643825,1.674872091,1.674872091
34.4740335,44.75371217,9.785820748,2.673991102,-11.33293196,66.23025182,54.8368817,50.900122,22.32927633,16.72223805,27.03838043,105.8193047,15.21744669,15.21744669,75.38137535,42.05657577,20.89970857,19.41854292,9.498104252,15.53629266,1.708571277,1.708571277
34.91648261,45.19531255,9.871168268,2.733165853,-11.26798156,66.75481197,55.2851685,51.34202541,22.41135251,16.94120009,26.99251466,105.8891654,15.2733501,15.2733501,75.46435654,42.05001662,20.92229045,19.47164902,9.547450857,15.55665337,1.741876296,1.741876296
35.36020001,45.63764259,9.957341007,2.792562416,-11.20215595,67.27969442,55.73416354,51.78464179,22.49439159,17.16082541,26.94679493,105.9586206,15.329613,15.329613,75.54538785,42.04321799,20.94493718,19.52472464,9.596714929,15.57754302,1.774783027,1.774783027
35.80517328,46.08067931,10.04435844,2.852186301,-11.13544529,67.80487444,56.18384914,52.22795249,22.57842298,17.38111397,26.90124761,106.0277173,15.38625085,15.38625085,75.62447053,42.03620414,20.96766144,19.57777882,9.645899594,15.59898423,1.807287347,1.807287347
36.25138996,46.52439976,10.13224002,2.912043021,-11.06783971,68.33032728,56.63420766,52.67193887,22.66347607,17.60206572,26.85589908,106.0965023,15.44327907,15.44327907,75.70160583,42.02899933,20.99047592,19.63082062,9.695007979,15.62099963,1.839385135,1.839385135
36.69883761,46.96878096,10.22100524,2.972138089,-10.99932938,68.85602818,57.08522143,53.11658229,22.74958026,17.82368064,26.81077571,106.1650222,15.50071311,15.50071311,75.77679499,42.02162779,21.01339333,19.6838591,9.74404321,15.64361186,1.87107227,1.87107227
37.1475038,47.41379994,10.31067356,3.032477015,-10.92990444,69.38195239,57.53687278,53.5618641,22.83676496,18.04595867,26.76590388,106.233324,15.55856841,15.55856841,75.85003928,42.01411379,21.03642634,19.73690332,9.793008415,15.66684355,1.90234463,1.90234463
37.59737609,47.85943375,10.40126445,3.093065314,-10.85955504,69.90807516,57.98914406,54.00776567,22.92505955,18.2688998,26.72130997,106.3014545,15.61686042,15.61686042,75.92133993,42.00648157,21.05958765,19.78996234,9.841906718,15.69071732,1.933198094,1.933198094
38.04844203,48.30565941,10.49279738,3.153908496,-10.78827132,70.43437173,58.4420176,54.45426833,23.01449345,18.49250397,26.67702035,106.3694604,15.67560456,15.67560456,75.99069821,41.9987554,21.08288995,19.84304521,9.890741248,15.71525581,1.96362854,1.96362854
38.50068919,48.75245395,10.58529182,3.215012075,-10.71604344,70.96081737,58.89547573,54.90135347,23.10509604,18.71677115,26.6330614,106.4373885,15.7348163,15.7348163,76.05811536,41.99095951,21.10634595,19.89616098,9.93951513,15.74048165,1.993631847,1.993631847
38.95410512,49.19979441,10.67876725,3.276381562,-10.64286155,71.48738732,59.34950081,55.34900242,23.19689674,18.94170131,26.58945949,106.5052857,15.79451105,15.79451105,76.12359262,41.98311817,21.12996832,19.94931873,9.988231491,15.76641746,2.023203893,2.023203893
39.40867739,49.64765782,10.77324312,3.338022469,-10.56871579,72.01405682,59.80407516,55.79719656,23.28992493,19.1672944,26.546241,106.5731988,15.85470428,15.85470428,76.18713126,41.97525563,21.15376976,20.0025275,10.03689346,15.79308589,2.052340557,2.052340557
39.86439354,50.09602122,10.86873892,3.39994031,-10.49359632,72.54080113,60.25918112,56.24591723,23.38421001,19.3935504,26.50343231,106.6411745,15.91541141,15.91541141,76.24873252,41.96739614,21.17776296,20.05579635,10.08550416,15.82050956,2.081037716,2.081037716
40.32124116,50.54486163,10.9652741,3.462140595,-10.41749329,73.06759549,60.71480103,56.69514579,23.47978139,19.62046925,26.4610598,106.7092597,15.97664789,15.97664789,76.30839766,41.95956395,21.20196063,20.10913435,10.13406671,15.8487111,2.109291251,2.109291251
40.77920778,50.99415609,11.06286815,3.524628838,-10.34039683,73.59441515,61.17091724,57.1448636,23.57666847,19.84805093,26.41914984,106.7775012,16.03842915,16.03842915,76.36612792,41.95178331,21.22637544,20.16255054,10.18258425,15.87771314,2.137097039,2.137097039
41.23828098,51.44388163,11.16154054,3.58741055,-10.26229711,74.12123537,61.62751207,57.59505202,23.67490064,20.0762954,26.3777288,106.8459458,16.10077065,16.10077065,76.42192455,41.94407847,21.25102008,20.21605398,10.23105991,15.90753831,2.164450958,2.164450958
41.69844831,51.89401528,11.26131072,3.650491244,-10.18318427,74.64803139,62.08456786,58.0456924,23.7745073,20.30520261,26.33682306,106.9146402,16.16368783,16.16368783,76.4757888,41.9364737,21.27590727,20.26965374,10.2794968,15.93820925,2.191348887,2.191348887
42.15969733,52.34453409,11.36219818,3.713876432,-10.10304847,75.17477846,62.54206696,58.49676611,23.87551786,20.53477254,26.29645901,106.9836313,16.22719611,16.22719611,76.52772193,41.92899323,21.30104967,20.32335887,10.32789806,15.96974858,2.217786705,2.217786705
42.6220156,52.79541507,11.46422238,3.777571627,-10.02187984,75.70145184,62.9999917,58.94825449,23.9779617,20.76500514,26.25666301,107.0529659,16.29131095,16.29131095,76.57772519,41.92166133,21.32646,20.37717842,10.3762668,16.00217893,2.24376029,2.24376029
43.08539069,53.24663526,11.5674028,3.84158234,-9.939668538,76.22802676,63.45832442,59.4001389,24.08186824,20.99590039,26.21746144,107.1226908,16.35604778,16.35604778,76.62579982,41.91450224,21.35215093,20.43112146,10.42460617,16.03552295,2.26926552,2.26926552
43.54981014,53.6981717,11.67175889,3.905914083,-9.856404718,76.75447848,63.91704745,59.85240071,24.18726686,21.22745823,26.17888068,107.1928529,16.42142205,16.42142205,76.67194708,41.90754022,21.37813517,20.48519704,10.47291927,16.06980325,2.294298275,2.294298275
44.01526153,54.15000142,11.77731015,3.97057237,-9.772078525,77.28078224,64.37614314,60.30502126,24.29418697,21.45967863,26.1409471,107.2634988,16.4874492,16.4874492,76.71616821,41.90079952,21.4044254,20.53941422,10.52120925,16.10504247,2.318854432,2.318854432
44.48173241,54.60210145,11.88407602,4.035562711,-9.686680109,77.8069133,64.83559383,60.75798192,24.40265797,21.69256156,26.10368709,107.3346754,16.55414466,16.55414466,76.75846447,41.89430439,21.43103432,20.59378205,10.56947923,16.14126323,2.34292987,2.34292987
44.94921033,55.05444882,11.99207599,4.10089062,-9.600199619,78.33284691,65.29538184,61.21126404,24.51270926,21.92610698,26.06712701,107.4064295,16.62152389,16.62152389,76.79883711,41.88807909,21.45797462,20.6483096,10.61773233,16.17848818,2.366520467,2.366520467
45.41768287,55.50702057,12.10132952,4.166561609,-9.512627205,78.85855831,65.75548952,61.66484898,24.62437023,22.16031485,26.03129324,107.4788079,16.68960231,16.68960231,76.83728737,41.88214786,21.48525899,20.70300592,10.66597168,16.21673993,2.389622103,2.389622103
45.88713757,55.95979373,12.21185609,4.23258119,-9.423953014,79.38402276,66.21589921,62.1187181,24.73767028,22.39518513,25.99621217,107.5518575,16.75839538,16.75839538,76.87381652,41.87653496,21.51290012,20.75788007,10.7142004,16.25604113,2.412230655,2.412230655
46.357562,56.41274533,12.32367517,4.298954874,-9.334167198,79.9092155,66.67659324,62.57285275,24.85263882,22.63071779,25.96191016,107.625625,16.82791853,16.82791853,76.90842579,41.87126464,21.54091071,20.81294111,10.76242163,16.2964144,2.434342002,2.434342002
46.82894372,56.86585241,12.43680621,4.365688175,-9.243259904,80.43411178,67.13755396,63.0272343,24.96930524,22.86691279,25.92841359,107.7001572,16.8981872,16.8981872,76.94111644,41.86636116,21.56930345,20.86819808,10.81063849,16.33788237,2.455952022,2.455952022
47.30127029,57.31909199,12.55126871,4.432786605,-9.151221283,80.95868685,67.59876369,63.48184408,25.08769895,23.10377009,25.89574884,107.775501,16.96921684,16.96921684,76.97188972,41.86184876,21.59809103,20.92366006,10.8588541,16.38046767,2.477056594,2.477056594
47.77452927,57.77244111,12.66708212,4.500255675,-9.058041482,81.48291596,68.06020478,63.93666348,25.20784933,23.34128965,25.86394229,107.851703,17.04102289,17.04102289,77.00074688,41.8577517,21.62728614,20.9793361,10.9070716,16.42419294,2.497651597,2.497651597
48.24870821,58.22587681,12.78426591,4.568100899,-8.963710652,82.00677435,68.52185957,64.39167383,25.32978579,23.57947144,25.8330203,107.9288103,17.11362078,17.11362078,77.02768918,41.85409423,21.65690148,21.03523526,10.9552941,16.46908081,2.517732909,2.517732909
48.72379468,58.67937611,12.90283956,4.636327787,-8.868218942,82.53023729,68.9837104,64.84685651,25.45353774,23.81831542,25.80300927,108.0068694,17.18702596,17.18702596,77.05271785,41.8509006,21.68694974,21.09136659,11.00352475,16.5151539,2.537296408,2.537296408
49.19977623,59.13291605,13.02282254,4.704941853,-8.771556501,83.05328001,69.44573959,65.30219286,25.57913456,24.05782155,25.77393556,108.0859274,17.26125387,17.26125387,77.07583415,41.84819507,21.7174436,21.14773914,11.05176665,16.56243484,2.556337972,2.556337972
49.67664044,59.58647366,13.14423431,4.773948609,-8.673713477,83.57587777,69.9079295,65.75766424,25.70660566,24.29798979,25.74582554,108.1660308,17.33631995,17.33631995,77.09703934,41.84600189,21.74839577,21.20436199,11.10002294,16.61094627,2.574853482,2.574853482
50.15437484,60.04002598,13.26709436,4.843353567,-8.574680021,84.09800582,70.37026245,66.21325201,25.83598043,24.53882012,25.71870561,108.2472266,17.41223964,17.41223964,77.11633466,41.8443453,21.77981894,21.26124418,11.14829675,16.66071083,2.592838814,2.592838814
50.63296702,60.49355003,13.39142213,4.913162239,-8.474446281,84.61963939,70.83272079,66.66893753,25.96728828,24.78031248,25.69260213,108.3295616,17.48902839,17.48902839,77.13372136,41.84324957,21.81172579,21.31839478,11.19659119,16.71175113,2.610289847,2.610289847
51.11240451,60.94702285,13.51723712,4.983380138,-8.373002407,85.14075375,71.29528686,67.12470215,26.1005586,25.02246685,25.66754147,108.4130826,17.56670163,17.56670163,77.1492007,41.84273894,21.84412902,21.37582283,11.24490941,16.76408981,2.62720246,2.62720246
51.59267489,61.40042147,13.64455878,5.054012775,-8.270338547,85.66132415,71.75794298,67.58052723,26.2358208,25.26528318,25.64355002,108.4978363,17.6452748,17.6452748,77.16277392,41.84283767,21.87704132,21.43353741,11.29325452,16.8177495,2.643572531,2.643572531
52.07376572,61.85372293,13.77340659,5.125065663,-8.166444852,86.18132582,72.2206715,68.03639413,26.37310427,25.50876144,25.62065416,108.5838696,17.72476335,17.72476335,77.17444227,41.84357001,21.91047539,21.49154756,11.34162965,16.87275283,2.65939594,2.65939594
52.55566455,62.30690425,13.90380001,5.196544314,-8.061311469,86.70073402,72.68345477,68.4922842,26.51243841,25.75290159,25.59888025,108.6712293,17.80518271,17.80518271,77.18420701,41.84496021,21.94444392,21.54986234,11.39003793,16.92912243,2.674668563,2.674668563
53.03835895,62.75994248,14.03575853,5.268454241,-7.954928549,87.21952401,73.1462751,68.94817881,26.65385263,25.99770359,25.57825468,108.7599621,17.88654834,17.88654834,77.19206938,41.84703252,21.97895959,21.60849081,11.43848249,16.98688094,2.68938628,2.68938628
53.52183646,63.21281464,14.1693016,5.340800955,-7.847286241,87.73767102,73.60911486,69.4040593,26.79737631,26.24316741,25.55880381,108.850115,17.96887566,17.96887566,77.19803064,41.8498112,22.01403511,21.66744203,11.48696644,17.04605098,2.70354497,2.70354497
54.00608466,63.66549776,14.3044487,5.413589969,-7.738374693,88.25515031,74.07195636,69.85990704,26.94303886,26.489293,25.54055403,108.9417346,18.05218013,18.05218013,77.20209204,41.8533205,22.04968316,21.72672505,11.53549292,17.10665518,2.71714051,2.71714051
54.4910911,64.11796888,14.4412193,5.486826795,-7.628184056,88.77193712,74.53478195,70.31570338,27.09086968,26.73608034,25.52353172,109.0348678,18.13647717,18.13647717,77.20425482,41.85758467,22.08591643,21.78634894,11.58406505,17.16871618,2.730168779,2.730168779
54.97684335,64.57020504,14.57963287,5.560516945,-7.516704477,89.28800671,74.99757397,70.77142968,27.24089816,26.98352938,25.50776325,109.1295615,18.22178224,18.22178224,77.20452024,41.86262796,22.12274763,21.84632275,11.63268597,17.23225661,2.742625656,2.742625656
55.46332895,65.02218326,14.71970888,5.634665932,-7.403926107,89.80333433,75.46031475,71.22706729,27.39315372,27.23164009,25.49327499,109.2258623,18.30811077,18.30811077,77.20288955,41.86847463,22.16018943,21.90665553,11.68135879,17.29729909,2.75450702,2.75450702
55.95053548,65.47388057,14.8614668,5.709279267,-7.289839094,90.31789521,75.92298664,71.68259758,27.54766574,27.48041243,25.48009332,109.3238171,18.39547821,18.39547821,77.19936399,41.87514892,22.19825454,21.96735635,11.73008664,17.36386626,2.765808747,2.765808747
56.43845049,65.92527402,15.00492609,5.784362464,-7.174433588,90.83166462,76.38557197,72.1380019,27.70446362,27.72984636,25.46824462,109.4234728,18.48389999,18.48389999,77.19394483,41.88267509,22.23695565,22.02843426,11.77887266,17.43198075,2.776526718,2.776526718
56.92706153,66.37634063,15.15010624,5.859921033,-7.057699738,91.34461781,76.84805308,72.59326161,27.86357676,27.97994184,25.45775527,109.524876,18.57339156,18.57339156,77.1866333,41.8910774,22.27630544,22.08989832,11.82771996,17.50166518,2.786656811,2.786656811
57.41635618,66.82705743,15.2970267,5.935960489,-6.939627693,91.85673001,77.3104123,73.04835806,28.02503457,28.23069884,25.44865164,109.6280737,18.66396836,18.66396836,77.17743066,41.90038009,22.31631661,22.15175758,11.87663167,17.5729422,2.796194904,2.796194904
57.90632199,67.27740146,15.44570696,6.012486342,-6.820207603,92.36797648,77.77263198,73.50327261,28.18886644,28.48211732,25.4409601,109.7331126,18.75564582,18.75564582,77.16633817,41.91060742,22.35700186,22.21402111,11.92561092,17.64583443,2.805136875,2.805136875
58.39694652,67.72734975,15.59616648,6.089504104,-6.699429616,92.87833247,78.23469445,73.95798663,28.35510177,28.73419724,25.43470704,109.8400395,18.8484394,18.8484394,77.15335706,41.92178364,22.39837387,22.27669796,11.97466084,17.7203645,2.813478604,2.813478604
58.88820854,68.17687508,15.74841383,6.167014572,-6.57729152,93.38776927,78.69657634,74.41247631,28.52375589,28.98693199,25.42990957,109.948884,18.94235663,18.94235663,77.13848844,41.93392617,22.44043903,22.33979168,12.02378138,17.79654483,2.821216539,2.821216539
59.38005166,68.62593319,15.90241403,6.244999671,-6.453821658,93.89624233,79.1582314,74.8666973,28.69478785,29.24028869,25.42654779,110.0596061,19.03737348,19.03737348,77.12173277,41.94702518,22.48317853,22.40328376,12.07295985,17.87434694,2.828349418,2.828349418
59.87241071,69.07447558,16.05812119,6.323436609,-6.329056013,94.40370312,79.61960768,75.3206001,28.86814261,29.49422785,25.42459253,110.1721488,19.13345803,19.13345803,77.10309039,41.96106396,22.52656725,22.46715016,12.12218037,17.95373218,2.834876548,2.834876548
60.36522052,69.52245374,16.21548941,6.402302595,-6.203030563,94.91010313,80.08065322,75.7741352,29.04376515,29.74871001,25.42401463,110.2864549,19.23057833,19.23057833,77.08256159,41.97602586,22.57058007,22.53136687,12.17142707,18.03466185,2.840797237,2.840797237
60.85841592,69.96981915,16.37447282,6.481574839,-6.075781293,95.41539385,80.54131606,76.22725309,29.22160045,30.0036957,25.42478493,110.4024674,19.32870247,19.32870247,77.06014671,41.99189418,22.61519186,22.59590986,12.22068409,18.11709729,2.846110793,2.846110793
61.35193172,70.41652331,16.53502553,6.561230548,-5.947344182,95.91952677,81.00154424,76.67990426,29.40159348,30.25914546,25.42687425,110.520129,19.4277985,19.4277985,77.03584606,42.00865226,22.66037751,22.66075512,12.26993556,18.2009998,2.850816522,2.850816522
61.84570276,70.86251771,16.69710164,6.641246931,-5.817755213,96.42245337,81.46128582,77.13203922,29.58368921,30.51501982,25.43025345,110.6393827,19.5278345,19.5278345,77.00965996,42.0262834,22.70611189,22.72587861,12.3191656,18.28633073,2.854913734,2.854913734
62.33966386,71.30775384,16.86065528,6.721601198,-5.687050366,96.92412513,81.92048883,77.58360846,29.76783263,30.77127931,25.43489334,110.7601712,19.62877854,19.62877854,76.98158872,42.04477095,22.75236989,22.79125631,12.36835835,18.37305137,2.858401736,2.858401736
62.83374984,71.75218319,17.02564056,6.802270556,-5.555265623,97.42449354,82.37910131,78.03456247,29.95396869,31.02788446,25.44076478,110.8824376,19.73059869,19.73059869,76.95163267,42.06409821,22.79912638,22.85686419,12.41749794,18.46112307,2.861279835,2.861279835
63.32789554,72.19575725,17.19201158,6.883232216,-5.422436966,97.92351009,82.83707131,78.48485174,30.14204238,31.2847958,25.44783859,111.0061246,19.83326301,19.83326301,76.91979211,42.08424851,22.84635625,22.92267824,12.4665685,18.55050714,2.86354734,2.86354734
63.82203578,72.63842752,17.35972247,6.964463384,-5.288600376,98.42112626,83.29434688,78.93442678,30.33199867,31.54197387,25.45608562,111.1311751,19.93673959,19.93673959,76.88606737,42.10520518,22.89403438,22.98867443,12.51555417,18.6411649,2.865203558,2.865203558
64.31610538,73.08014548,17.52872734,7.04594127,-5.153791834,98.91729353,83.75087604,79.38323807,30.52378254,31.79937919,25.46547669,111.2575319,20.04099647,20.04099647,76.85045877,42.12695152,22.94213563,23.05482874,12.56443906,18.73305767,2.866247797,2.866247797
